ID_Venta,Fecha,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Total_Venta,Canal
325,2025-05-04,C0062,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
326,2025-02-06,C0069,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
327,2025-01-24,C0659,Zapatos Casual,Calzado,4,150000,600000,Web
328,2025-04-03,C0871,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
329,2025-02-15,C0366,Gorra Negra,Accesorios,4,35000,140000,RedesSociales
330,2025-06-30,C0162,Zapatos Casual,Calzado,1,150000,150000,RedesSociales
331,2025-04-05,C0739,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
332,2025-04-09,C0945,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
333,2025-04-26,C0976,Tenis Running,Calzado,1,200000,200000,RedesSociales
334,2025-06-09,C0488,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
335,2025-06-10,C0431,Tenis Running,Calzado,3,200000,600000,RedesSociales
336,2025-03-08,C0999,Zapatos Casual,Calzado,4,150000,600000,Web
337,2025-05-08,C0859,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
338,2025-01-18,C0489,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
339,2025-01-25,C0230,Zapatos Casual,Calzado,3,150000,450000,Web
340,2025-02-23,C0370,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
341,2025-02-27,C0178,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
342,2025-03-08,C0857,Zapatos Casual,Calzado,3,150000,450000,Web
343,2025-04-14,C0410,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
344,2025-06-23,C0568,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
345,2025-01-24,C0590,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
346,2025-04-24,C0270,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
347,2025-02-01,C0206,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
348,2025-06-24,C0793,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
349,2025-03-27,C0740,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
350,2025-05-31,C0900,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
351,2025-05-07,C0751,Vestido Rojo,Ropa Mujer,1,180000,180000,RedesSociales
352,2025-06-04,C0975,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
353,2025-05-10,C0800,Gorra Negra,Accesorios,2,35000,70000,Web
354,2025-01-17,C0082,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
355,2025-04-14,C0846,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
356,2025-06-10,C0762,Tenis Running,Calzado,1,200000,200000,Web
357,2025-05-17,C0193,Bolso de Cuero,Accesorios,4,175000,700000,Web
358,2025-02-12,C0618,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
359,2025-06-25,C0189,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
360,2025-02-08,C0276,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
361,2025-06-19,C0074,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
362,2025-01-26,C0010,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
363,2025-04-09,C0635,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
364,2025-02-19,C0216,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
365,2025-06-02,C0290,Jeans Azul,Ropa Mujer,2,120000,240000,Web
366,2025-06-01,C0445,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
367,2025-01-13,C0988,Gorra Negra,Accesorios,4,35000,140000,Web
368,2025-03-01,C0923,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
369,2025-05-15,C0552,Tenis Running,Calzado,5,200000,1000000,RedesSociales
370,2025-02-26,C0193,Jeans Azul,Ropa Mujer,1,120000,120000,Web
371,2025-02-05,C0639,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
372,2025-06-22,C0289,Gorra Negra,Accesorios,2,35000,70000,Marketplace
373,2025-01-20,C0964,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
374,2025-03-06,C0583,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
375,2025-01-08,C0649,Jeans Azul,Ropa Mujer,1,120000,120000,RedesSociales
376,2025-05-24,C0144,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
377,2025-05-22,C0389,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
378,2025-04-25,C0866,Zapatos Casual,Calzado,4,150000,600000,Marketplace
379,2025-05-23,C0892,Sudadera Deportiva,Ropa Unisex,4,95000,380000,RedesSociales
380,2025-04-02,C0407,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
381,2025-04-08,C0811,Tenis Running,Calzado,2,200000,400000,Web
382,2025-03-07,C0370,Tenis Running,Calzado,2,200000,400000,Web
383,2025-02-01,C0857,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
384,2025-03-27,C0441,Zapatos Casual,Calzado,1,150000,150000,Web
385,2025-02-20,C0947,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
386,2025-06-02,C0781,Camiseta Blanca,Ropa Hombre,2,40000,80000,Marketplace
387,2025-03-04,C0896,Tenis Running,Calzado,2,200000,400000,Web
388,2025-05-05,C0920,Camiseta Negra,Ropa Hombre,2,45000,90000,RedesSociales
389,2025-05-30,C0651,Camiseta Blanca,Ropa Hombre,3,40000,120000,RedesSociales
390,2025-02-27,C0564,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
391,2025-02-27,C0529,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Marketplace
392,2025-03-27,C0677,Zapatos Casual,Calzado,2,150000,300000,Marketplace
393,2025-02-18,C0013,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Web
394,2025-06-29,C0702,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
395,2025-06-19,C0987,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
396,2025-03-11,C0340,Tenis Running,Calzado,4,200000,800000,RedesSociales
397,2025-01-15,C0865,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Web
398,2025-02-23,C0874,Gorra Negra,Accesorios,3,35000,105000,Web
399,2025-04-11,C0864,Zapatos Casual,Calzado,1,150000,150000,Web
400,2025-01-08,C0776,Jeans Azul,Ropa Mujer,3,120000,360000,Web
401,2025-02-22,C0312,Bolso de Cuero,Accesorios,3,175000,525000,Web
402,2025-03-01,C0733,Gorra Negra,Accesorios,1,35000,35000,Web
403,2025-04-18,C0104,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
404,2025-01-05,C0339,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
405,2025-04-13,C0198,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
406,2025-01-06,C0300,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
407,2025-04-19,C0444,Camiseta Negra,Ropa Hombre,2,45000,90000,Web
408,2025-04-26,C0359,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
409,2025-04-04,C0368,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
410,2025-02-16,C0169,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
411,2025-04-09,C0149,Bolso de Cuero,Accesorios,3,175000,525000,Web
412,2025-02-24,C0761,Tenis Running,Calzado,4,200000,800000,Web
413,2025-06-17,C0768,Jeans Azul,Ropa Mujer,1,120000,120000,Web
414,2025-02-21,C0982,Zapatos Casual,Calzado,4,150000,600000,Web
415,2025-05-24,C0042,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
416,2025-01-13,C0202,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Marketplace
417,2025-04-24,C0970,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
418,2025-05-04,C0244,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
419,2025-04-16,C0669,Zapatos Casual,Calzado,4,150000,600000,Marketplace
420,2025-06-07,C0464,Vestido Rojo,Ropa Mujer,4,180000,720000,RedesSociales
421,2025-05-27,C0449,Tenis Running,Calzado,2,200000,400000,Marketplace
422,2025-05-25,C0913,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
423,2025-04-30,C0798,Zapatos Casual,Calzado,1,150000,150000,RedesSociales
424,2025-03-04,C0794,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
425,2025-01-19,C0437,Tenis Running,Calzado,5,200000,1000000,Web
426,2025-04-02,C0893,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
427,2025-02-27,C0750,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
428,2025-03-31,C0531,Bolso de Cuero,Accesorios,2,175000,350000,RedesSociales
429,2025-04-27,C0565,Bolso de Cuero,Accesorios,5,175000,875000,Web
430,2025-03-03,C0597,Jeans Azul,Ropa Mujer,2,120000,240000,Marketplace
431,2025-01-23,C0273,Bolso de Cuero,Accesorios,2,175000,350000,Marketplace
432,2025-05-07,C0430,Bolso de Cuero,Accesorios,4,175000,700000,Web
433,2025-05-17,C0872,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
434,2025-05-20,C0213,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
435,2025-05-09,C0949,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
436,2025-02-27,C0873,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
437,2025-05-02,C0104,Zapatos Casual,Calzado,3,150000,450000,RedesSociales
438,2025-01-01,C0192,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
439,2025-02-03,C0941,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
440,2025-04-06,C0689,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
441,2025-05-06,C0659,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
442,2025-04-28,C0380,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
443,2025-02-17,C0967,Tenis Running,Calzado,2,200000,400000,Marketplace
444,2025-03-30,C0081,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
445,2025-04-27,C0705,Tenis Running,Calzado,2,200000,400000,Marketplace
446,2025-05-09,C0549,Jeans Azul,Ropa Mujer,4,120000,480000,Marketplace
447,2025-01-16,C0377,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
448,2025-03-10,C0838,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
449,2025-01-22,C0154,Zapatos Casual,Calzado,2,150000,300000,Web
450,2025-04-03,C0642,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
451,2025-03-17,C0571,Tenis Running,Calzado,4,200000,800000,Web
452,2025-06-03,C0736,Bolso de Cuero,Accesorios,2,175000,350000,Web
453,2025-05-24,C0761,Camiseta Blanca,Ropa Hombre,4,40000,160000,RedesSociales
454,2025-06-28,C0240,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
455,2025-03-27,C0374,Zapatos Casual,Calzado,2,150000,300000,Marketplace
456,2025-01-29,C0901,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
457,2025-03-10,C0805,Gorra Negra,Accesorios,2,35000,70000,RedesSociales
458,2025-02-16,C0799,Zapatos Casual,Calzado,3,150000,450000,Web
459,2025-04-04,C0204,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
460,2025-05-24,C0611,Vestido Rojo,Ropa Mujer,5,180000,900000,RedesSociales
461,2025-06-25,C0350,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
462,2025-03-26,C0688,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
463,2025-02-08,C0774,Tenis Running,Calzado,4,200000,800000,RedesSociales
464,2025-04-10,C0783,Camiseta Negra,Ropa Hombre,5,45000,225000,RedesSociales
465,2025-02-02,C0143,Zapatos Casual,Calzado,2,150000,300000,Marketplace
466,2025-04-11,C0189,Zapatos Casual,Calzado,2,150000,300000,Web
467,2025-01-23,C0272,Zapatos Casual,Calzado,3,150000,450000,Marketplace
468,2025-01-10,C0532,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
469,2025-03-10,C0845,Jeans Azul,Ropa Mujer,2,120000,240000,Web
470,2025-04-10,C0300,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
471,2025-02-03,C0426,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
472,2025-06-29,C0046,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
473,2025-05-18,C0095,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
474,2025-05-27,C0930,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Marketplace
475,2025-04-06,C0064,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
476,2025-01-01,C0413,Zapatos Casual,Calzado,2,150000,300000,RedesSociales
477,2025-03-10,C0643,Gorra Negra,Accesorios,3,35000,105000,Web
478,2025-01-04,C0009,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Web
479,2025-01-16,C0459,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
480,2025-01-24,C0715,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
481,2025-03-21,C0409,Zapatos Casual,Calzado,2,150000,300000,Web
482,2025-01-02,C0470,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
483,2025-05-08,C0810,Bolso de Cuero,Accesorios,2,175000,350000,Web
484,2025-06-09,C0506,Jeans Azul,Ropa Mujer,4,120000,480000,RedesSociales
485,2025-03-25,C0686,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
486,2025-06-01,C0073,Bolso de Cuero,Accesorios,4,175000,700000,Web
487,2025-05-20,C0084,Tenis Running,Calzado,2,200000,400000,Web
488,2025-06-27,C0059,Zapatos Casual,Calzado,4,150000,600000,Marketplace
489,2025-06-12,C0021,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Marketplace
490,2025-05-04,C0458,Gorra Negra,Accesorios,3,35000,105000,RedesSociales
491,2025-02-02,C0918,Zapatos Casual,Calzado,3,150000,450000,Marketplace
492,2025-06-10,C0157,Bolso de Cuero,Accesorios,3,175000,525000,Web
493,2025-06-28,C0831,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
494,2025-06-20,C0329,Gorra Negra,Accesorios,5,35000,175000,Marketplace
495,2025-04-11,C0573,Jeans Azul,Ropa Mujer,2,120000,240000,Web
496,2025-01-12,C0576,Jeans Azul,Ropa Mujer,3,120000,360000,Marketplace
497,2025-03-08,C0837,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
498,2025-03-06,C0680,Gorra Negra,Accesorios,5,35000,175000,Marketplace
499,2025-06-10,C0203,Gorra Negra,Accesorios,2,35000,70000,Web
500,2025-06-17,C0641,Tenis Running,Calzado,2,200000,400000,Marketplace
501,2025-03-15,C0757,Gorra Negra,Accesorios,4,35000,140000,Web
502,2025-02-12,C0106,Bolso de Cuero,Accesorios,4,175000,700000,Marketplace
503,2025-02-13,C0833,Tenis Running,Calzado,3,200000,600000,Marketplace
504,2025-01-29,C0122,Gorra Negra,Accesorios,1,35000,35000,Marketplace
505,2025-05-21,C0318,Camiseta Blanca,Ropa Hombre,4,40000,160000,Web
506,2025-01-12,C0182,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
507,2025-04-05,C0615,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
508,2025-02-15,C0316,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
509,2025-05-10,C0814,Tenis Running,Calzado,5,200000,1000000,RedesSociales
510,2025-02-04,C0773,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
511,2025-03-22,C0625,Camiseta Blanca,Ropa Hombre,1,40000,40000,Marketplace
512,2025-03-31,C0406,Zapatos Casual,Calzado,3,150000,450000,Web
513,2025-01-08,C0986,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
514,2025-04-03,C0949,Sudadera Deportiva,Ropa Unisex,4,95000,380000,Marketplace
515,2025-06-03,C0070,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
516,2025-03-31,C0160,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
517,2025-06-11,C0240,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
518,2025-04-25,C0523,Jeans Azul,Ropa Mujer,4,120000,480000,Web
519,2025-04-15,C0138,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
520,2025-05-15,C0495,Jeans Azul,Ropa Mujer,3,120000,360000,Web
521,2025-02-27,C0679,Zapatos Casual,Calzado,2,150000,300000,Marketplace
522,2025-04-24,C0247,Jeans Azul,Ropa Mujer,3,120000,360000,Web
523,2025-03-16,C0866,Gorra Negra,Accesorios,2,35000,70000,Marketplace
524,2025-06-06,C0543,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
525,2025-04-30,C0524,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
526,2025-06-13,C0243,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
527,2025-01-21,C0620,Bolso de Cuero,Accesorios,3,175000,525000,Marketplace
528,2025-06-13,C0336,Camiseta Negra,Ropa Hombre,5,45000,225000,Web
529,2025-05-18,C0422,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
530,2025-04-11,C0835,Gorra Negra,Accesorios,3,35000,105000,Marketplace
531,2025-06-01,C0194,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
532,2025-06-26,C0308,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
533,2025-04-09,C0645,Camiseta Blanca,Ropa Hombre,3,40000,120000,Marketplace
534,2025-02-05,C0907,Jeans Azul,Ropa Mujer,2,120000,240000,RedesSociales
535,2025-04-06,C0506,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
536,2025-06-01,C0281,Bolso de Cuero,Accesorios,5,175000,875000,RedesSociales
537,2025-05-31,C0803,Camiseta Blanca,Ropa Hombre,1,40000,40000,Web
538,2025-02-06,C0675,Camiseta Negra,Ropa Hombre,3,45000,135000,Marketplace
539,2025-01-12,C0790,Sudadera Deportiva,Ropa Unisex,1,95000,95000,Marketplace
540,2025-04-23,C0933,Jeans Azul,Ropa Mujer,1,120000,120000,Marketplace
541,2025-01-13,C0982,Zapatos Casual,Calzado,5,150000,750000,RedesSociales
542,2025-01-23,C0439,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Web
543,2025-04-09,C0715,Zapatos Casual,Calzado,4,150000,600000,Web
544,2025-04-15,C0608,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Web
545,2025-01-30,C0483,Camiseta Negra,Ropa Hombre,3,45000,135000,Web
546,2025-01-17,C0223,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
547,2025-04-23,C0749,Jeans Azul,Ropa Mujer,3,120000,360000,Web
548,2025-03-03,C0117,Zapatos Casual,Calzado,1,150000,150000,RedesSociales
549,2025-03-25,C0968,Jeans Azul,Ropa Mujer,5,120000,600000,Marketplace
550,2025-04-22,C0192,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
551,2025-03-27,C0788,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
552,2025-05-21,C0618,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
553,2025-01-19,C0994,Zapatos Casual,Calzado,4,150000,600000,RedesSociales
554,2025-06-26,C0516,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
555,2025-04-10,C0530,Zapatos Casual,Calzado,5,150000,750000,Web
556,2025-05-20,C0307,Tenis Running,Calzado,1,200000,200000,Web
557,2025-05-27,C0964,Jeans Azul,Ropa Mujer,2,120000,240000,Web
558,2025-03-17,C0532,Jeans Azul,Ropa Mujer,3,120000,360000,Web
559,2025-01-09,C0122,Vestido Rojo,Ropa Mujer,5,180000,900000,Marketplace
560,2025-01-28,C0649,Sudadera Deportiva,Ropa Unisex,5,95000,475000,Marketplace
561,2025-05-08,C0592,Zapatos Casual,Calzado,2,150000,300000,Web
562,2025-02-21,C0154,Camiseta Negra,Ropa Hombre,4,45000,180000,RedesSociales
563,2025-03-24,C0870,Vestido Rojo,Ropa Mujer,5,180000,900000,Web
564,2025-04-21,C0537,Zapatos Casual,Calzado,4,150000,600000,Web
565,2025-05-24,C0452,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
566,2025-04-27,C0169,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
567,2025-03-10,C0059,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
568,2025-04-09,C0301,Gorra Negra,Accesorios,2,35000,70000,Marketplace
569,2025-05-20,C0553,Sudadera Deportiva,Ropa Unisex,3,95000,285000,Web
570,2025-01-25,C0550,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
571,2025-06-29,C0117,Camiseta Negra,Ropa Hombre,5,45000,225000,Marketplace
572,2025-05-03,C0787,Gorra Negra,Accesorios,2,35000,70000,Web
573,2025-02-22,C0782,Jeans Azul,Ropa Mujer,3,120000,360000,Web
574,2025-05-31,C0127,Zapatos Casual,Calzado,1,150000,150000,Web
575,2025-05-24,C0405,Bolso de Cuero,Accesorios,5,175000,875000,Marketplace
576,2025-02-26,C0399,Bolso de Cuero,Accesorios,1,175000,175000,Web
577,2025-02-08,C0515,Sudadera Deportiva,Ropa Unisex,5,95000,475000,RedesSociales
578,2025-04-19,C0805,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
579,2025-06-30,C0885,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
580,2025-02-11,C0498,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
581,2025-06-16,C0942,Gorra Negra,Accesorios,3,35000,105000,Marketplace
582,2025-05-22,C0528,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
583,2025-05-02,C0398,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
584,2025-05-13,C0265,Tenis Running,Calzado,4,200000,800000,Marketplace
585,2025-06-12,C0751,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
586,2025-03-16,C0263,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
587,2025-05-26,C0398,Jeans Azul,Ropa Mujer,3,120000,360000,Web
588,2025-03-17,C0646,Chaqueta Jeans,Ropa Unisex,2,220000,440000,Web
589,2025-01-09,C0725,Zapatos Casual,Calzado,5,150000,750000,Web
590,2025-03-15,C0527,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
591,2025-05-25,C0436,Gorra Negra,Accesorios,3,35000,105000,Web
592,2025-01-07,C0840,Chaqueta Jeans,Ropa Unisex,4,220000,880000,Web
593,2025-06-23,C0930,Zapatos Casual,Calzado,4,150000,600000,Web
594,2025-05-21,C0360,Tenis Running,Calzado,5,200000,1000000,RedesSociales
595,2025-06-17,C0129,Tenis Running,Calzado,5,200000,1000000,Web
596,2025-06-19,C0864,Zapatos Casual,Calzado,5,150000,750000,Web
597,2025-05-17,C0634,Jeans Azul,Ropa Mujer,1,120000,120000,Web
598,2025-06-27,C0241,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
599,2025-01-27,C0627,Camiseta Negra,Ropa Hombre,1,45000,45000,Web
600,2025-05-02,C0709,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
601,2025-01-05,C0222,Bolso de Cuero,Accesorios,3,175000,525000,Web
602,2025-01-29,C0214,Jeans Azul,Ropa Mujer,4,120000,480000,Web
603,2025-06-14,C0916,Chaqueta Jeans,Ropa Unisex,1,220000,220000,Marketplace
604,2025-06-15,C0592,Bolso de Cuero,Accesorios,3,175000,525000,Web
605,2025-03-24,C0775,Bolso de Cuero,Accesorios,5,175000,875000,Web
606,2025-05-16,C0135,Zapatos Casual,Calzado,4,150000,600000,Marketplace
607,2025-04-19,C0818,Vestido Rojo,Ropa Mujer,1,180000,180000,Web
608,2025-03-06,C0754,Camiseta Blanca,Ropa Hombre,5,40000,200000,Marketplace
609,2025-03-27,C0386,Camiseta Blanca,Ropa Hombre,3,40000,120000,Web
610,2025-05-25,C0303,Vestido Rojo,Ropa Mujer,2,180000,360000,RedesSociales
611,2025-03-12,C0782,Camiseta Negra,Ropa Hombre,3,45000,135000,RedesSociales
612,2025-02-14,C0287,Vestido Rojo,Ropa Mujer,1,180000,180000,Marketplace
613,2025-05-12,C0562,Sudadera Deportiva,Ropa Unisex,2,95000,190000,RedesSociales
614,2025-02-05,C0189,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
615,2025-03-11,C0297,Zapatos Casual,Calzado,5,150000,750000,Marketplace
616,2025-06-08,C0526,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
617,2025-01-19,C0389,Bolso de Cuero,Accesorios,1,175000,175000,Marketplace
618,2025-04-18,C0459,Camiseta Blanca,Ropa Hombre,2,40000,80000,Web
619,2025-06-16,C0744,Camiseta Blanca,Ropa Hombre,5,40000,200000,Web
620,2025-04-01,C0261,Vestido Rojo,Ropa Mujer,2,180000,360000,RedesSociales
621,2025-03-31,C0704,Vestido Rojo,Ropa Mujer,3,180000,540000,Web
622,2025-01-19,C0925,Vestido Rojo,Ropa Mujer,4,180000,720000,Marketplace
623,2025-02-08,C0715,Camiseta Negra,Ropa Hombre,1,45000,45000,Marketplace
624,2025-05-06,C0773,Vestido Rojo,Ropa Mujer,4,180000,720000,Web
625,2025-06-22,C0113,Chaqueta Jeans,Ropa Unisex,3,220000,660000,Web
626,2025-05-21,C0886,Bolso de Cuero,Accesorios,4,175000,700000,Web
627,2025-05-06,C0864,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
628,2025-02-27,C0036,Jeans Azul,Ropa Mujer,3,120000,360000,RedesSociales
629,2025-05-28,C0079,Chaqueta Jeans,Ropa Unisex,5,220000,1100000,Marketplace
630,2025-03-02,C0275,Gorra Negra,Accesorios,4,35000,140000,RedesSociales
631,2025-05-07,C0960,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
632,2025-04-15,C0278,Jeans Azul,Ropa Mujer,3,120000,360000,Web
633,2025-06-16,C0674,Camiseta Negra,Ropa Hombre,4,45000,180000,Web
634,2025-01-01,C0312,Gorra Negra,Accesorios,2,35000,70000,Marketplace
635,2025-05-11,C0529,Tenis Running,Calzado,1,200000,200000,Web
636,2025-04-02,C0204,Camiseta Negra,Ropa Hombre,2,45000,90000,Marketplace
637,2025-04-23,C0985,Camiseta Blanca,Ropa Hombre,4,40000,160000,Marketplace
638,2025-06-02,C0952,Jeans Azul,Ropa Mujer,4,120000,480000,Web
639,2025-02-25,C0017,Sudadera Deportiva,Ropa Unisex,2,95000,190000,Web
640,2025-06-10,C0714,Vestido Rojo,Ropa Mujer,2,180000,360000,Web
641,2025-06-15,C0476,Vestido Rojo,Ropa Mujer,3,180000,540000,Marketplace
642,2025-04-27,C0511,Bolso de Cuero,Accesorios,4,175000,700000,Web
